Exam,CutoffStatus,CollegeDunia,Shiksha,Careers360,CollegeDekho
Gujarat Common Entrance Test – Medical and Pharmacy,Official Cutoff,https://collegedunia.com/e-search?term=Gujarat+Common+Entrance+Test+%E2%80%93+Medical+and+Pharmacy,,https://www.careers360.com/exams/gujcet,https://www.collegedekho.com/exam/gujcet
Gujarat Common Entrance Test – Polytechnic,Official Cutoff,https://collegedunia.com/e-search?term=Gujarat+Common+Entrance+Test+%E2%80%93+Polytechnic,,,
Guru Gobind Singh Indraprastha University Common Entrance Test,Official Cutoff,https://collegedunia.com/e-search?term=Guru+Gobind+Singh+Indraprastha+University+Common+Entrance+Test,https://www.shiksha.com/search?q=Guru%20Gobind%20Singh%20Indraprastha%20University%20Common%20Entrance%20Test&rf=searchWidget,https://university.careers360.com/exams/ipu-cet,https://www.collegedekho.com/exam/ipu-cet
Guru Gobind Singh Indraprastha University Common Entrance Test for Bachelor of Hotel Management and Catering Technology,Official Cutoff,https://collegedunia.com/e-search?term=Guru+Gobind+Singh+Indraprastha+University+Common+Entrance+Test+for+Bachelor+of+Hotel+Management+and+Catering+Technology,https://www.shiksha.com/search?q=Guru%20Gobind%20Singh%20Indraprastha%20University%20Common%20Entrance%20Test%20for%20Bachelor%20of%20H&rf=searchWidget,https://university.careers360.com/exams/ipu-cet,https://www.collegedekho.com/exam/ipu-cet
Guru Gobind Singh Indraprastha University Common Entrance Test for Bachelor of Journalism and Mass Communication,Official Cutoff,https://collegedunia.com/e-search?term=Guru+Gobind+Singh+Indraprastha+University+Common+Entrance+Test+for+Bachelor+of+Journalism+and+Mass+Communication,https://www.shiksha.com/search?q=Guru%20Gobind%20Singh%20Indraprastha%20University%20Common%20Entrance%20Test%20for%20Bachelor%20of%20J&rf=searchWidget,https://university.careers360.com/exams/ipu-cet,https://www.collegedekho.com/exam/ipu-cet
Haryana Agriculture Entrance Examination,Official Merit List,https://collegedunia.com/e-search?term=Haryana+Agriculture+Entrance+Examination,,,
Haryana Bachelor of Arts Entrance Examination,Official Merit List,https://collegedunia.com/e-search?term=Haryana+Bachelor+of+Arts+Entrance+Examination,,,
Haryana Bachelor of Business Administration Admission,Official Merit List,https://collegedunia.com/e-search?term=Haryana+Bachelor+of+Business+Administration+Admission,,https://www.careers360.com/courses/bba-bachelor-of-business-administration,
Himachal Pradesh Bachelor of Arts Entrance Examination,Official Merit List,https://collegedunia.com/e-search?term=Himachal+Pradesh+Bachelor+of+Arts+Entrance+Examination,https://www.shiksha.com/college/department-of-evening-studies-himachal-pradesh-university-shimla-132611/course-bachelor-of-arts-b-a-651857?rf=searchWidget&landing=clp&isource=csearch,,
Himachal Pradesh Bachelor of Business Administration Admission,Official Merit List,https://collegedunia.com/e-search?term=Himachal+Pradesh+Bachelor+of+Business+Administration+Admission,https://www.shiksha.com/university/himachal-pradesh-university-shimla-22226/course-bachelor-of-business-administration-bba-59436?rf=searchWidget&landing=clp&isource=csearch,https://www.careers360.com/courses/bba-bachelor-of-business-administration,
Himachal Pradesh Common Entrance Test,Official Cutoff,https://collegedunia.com/e-search?term=Himachal+Pradesh+Common+Entrance+Test,https://www.shiksha.com/engineering/hpcet-exam?isource=csearch&rf=searchWidget,https://www.careers360.com/exams/hpcet,https://www.collegedekho.com/exam/hpcet
Himachal Pradesh Polytechnic Admission Test,Official Cutoff,https://collegedunia.com/e-search?term=Himachal+Pradesh+Polytechnic+Admission+Test,https://www.shiksha.com/exams/hp-pat-exam?isource=csearch&rf=searchWidget,,
Himachal Pradesh Polytechnic Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Himachal+Pradesh+Polytechnic+Entrance,https://www.shiksha.com/search?q=Himachal%20Pradesh%20Polytechnic%20Entrance&rf=searchWidget,,
ICFAI Technology School Admission Test,No Cutoff Exists,https://collegedunia.com/e-search?term=ICFAI+Technology+School+Admission+Test,,,https://www.collegedekho.com/exam/itsat
IMS Design and Innovation Academy Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=IMS+Design+and+Innovation+Academy+Entrance+Examination,https://www.shiksha.com/search?q=IMS%20Design%20and%20Innovation%20Academy%20Entrance%20Examination&rf=searchWidget,,
Indian Council of Agricultural Research All India Entrance Examination for Admission Undergraduate,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Council+of+Agricultural+Research+All+India+Entrance+Examination+for+Admission+Undergraduate,https://www.shiksha.com/search?q=Indian%20Council%20of%20Agricultural%20Research%20All%20India%20Entrance%20Examination%20for%20Admis&rf=searchWidget,https://university.careers360.com/exams/icar-aieea,https://www.collegedekho.com/exam/icar-aieea
Indian Institute of Art and Design Entrance Test,No Cutoff Exists,https://collegedunia.com/e-search?term=Indian+Institute+of+Art+and+Design+Entrance+Test,https://www.shiksha.com/search?q=Indian%20Institute%20of%20Art%20and%20Design%20Entrance%20Test&rf=searchWidget,,https://www.collegedekho.com/exam/iiad-entrance-exam
Indian Institute of Foreign Trade Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Institute+of+Foreign+Trade+Entrance+Examination,https://www.shiksha.com/search?q=Indian%20Institute%20of%20Foreign%20Trade%20Entrance%20Examination&rf=searchWidget,,https://www.collegedekho.com/exam/iift
Indian Institute of Petroleum and Energy Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Institute+of+Petroleum+and+Energy+Entrance+Examination,https://www.shiksha.com/search?q=Indian%20Institute%20of%20Petroleum%20and%20Energy%20Entrance%20Examination&rf=searchWidget,,
Indian Institute of Science Bachelor of Science Research Admission,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Institute+of+Science+Bachelor+of+Science+Research+Admission,https://www.shiksha.com/search?q=Indian%20Institute%20of%20Science%20Bachelor%20of%20Science%20Research%20Admission&rf=searchWidget,,
Indian Institute of Space Science and Technology Admission,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Institute+of+Space+Science+and+Technology+Admission,https://www.shiksha.com/university/iist-indian-institute-of-space-science-and-technology-thiruvananthapuram-25141/admission?isource=csearch&rf=searchWidget,https://www.careers360.com/university/indian-institute-of-space-science-and-technology-thiruvananthapuram/admission,
Indian Institutes of Science Education and Research Aptitude Test,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Institutes+of+Science+Education+and+Research+Aptitude+Test,https://www.shiksha.com/science/iiser-entrance-exam?isource=csearch&rf=searchWidget,,https://www.collegedekho.com/exam/iiser-aptitude-test
Indian Maritime University Common Entrance Test,Official Cutoff,https://collegedunia.com/e-search?term=Indian+Maritime+University+Common+Entrance+Test,https://www.shiksha.com/engineering/imucet-exam?isource=csearch&rf=searchWidget,https://www.careers360.com/exams/imu-cet,https://www.collegedekho.com/exam/imu-cet
Indira Gandhi National Tribal University Entrance Examination Folk Literature,Official Merit List,https://collegedunia.com/e-search?term=Indira+Gandhi+National+Tribal+University+Entrance+Examination+Folk+Literature,https://www.shiksha.com/university/indira-gandhi-national-tribal-university-madhya-pradesh-other-50182/course-discontinued-nov-2024-b-a-in-tribal-studies-art-culture-and-folk-literature-770115?rf=searchWidget&landing=clp&isource=csearch,,
Indira Gandhi Rashtriya Uran Akademi Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=Indira+Gandhi+Rashtriya+Uran+Akademi+Entrance+Examination,https://www.shiksha.com/college/indira-gandhi-rashtriya-uran-akademi-delhi-29265?rf=searchWidget&landing=ilp&isource=csearch,,
Indira Kala Sangeet University Entrance,Official Merit List,https://collegedunia.com/e-search?term=Indira+Kala+Sangeet+University+Entrance,https://www.shiksha.com/college/mit-vishwashanti-sangeet-kala-academy-mit-adt-university-loni-kalbhor-pune-51993/course-bpa-in-dance-278147?rf=searchWidget&landing=clp&isource=csearch,,
Industrial Training Institute Admission National Council for Vocational Training,No Cutoff Exists,https://collegedunia.com/e-search?term=Industrial+Training+Institute+Admission+National+Council+for+Vocational+Training,https://www.shiksha.com/college/national-teachers-training-college-for-girls-alwar-145085/admission?rf=searchWidget&landing=ilpcp&isource=csearch,https://www.careers360.com/courses/iti-industrial-training-institutes?utm_source=chatgpt.com,
Industrial Training Institute Admission State Council for Vocational Training,No Cutoff Exists,https://collegedunia.com/e-search?term=Industrial+Training+Institute+Admission+State+Council+for+Vocational+Training,https://www.shiksha.com/search?q=Industrial%20Training%20Institute%20Admission%20State%20Council%20for%20Vocational%20Training&rf=searchWidget,https://engineering.careers360.com/articles/iti-admission?utm_source=chatgpt.com,https://www.collegedekho.com/colleges/industrial-training-institute-admission?utm_source=chatgpt.com
Industrial Training Institute Trades Admission,No Cutoff Exists,https://collegedunia.com/e-search?term=Industrial+Training+Institute+Trades+Admission,https://www.shiksha.com/college/government-industrial-training-institute-tral-pulwama-214949?rf=searchWidget&landing=ilp&isource=csearch,https://www.careers360.com/courses/iti-industrial-training-institutes?utm_source=chatgpt.com,
Institute of Hotel Management Aurangabad Entrance Test,No Cutoff Exists,https://collegedunia.com/e-search?term=Institute+of+Hotel+Management+Aurangabad+Entrance+Test,https://www.shiksha.com/college/ihm-aurangabad-institute-of-hotel-management-3019?rf=searchWidget&landing=ilp&isource=csearch,,https://www.collegedekho.com/articles/ihm-aurangabad-entrance-exam/?utm_source=chatgpt.com
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,Official Cutoff,https://collegedunia.com/e-search?term=Institute+of+Hotel+Management+Catering+Technology+Entrance+Vegetarian+Culinary+Arts,https://www.shiksha.com/college/institute-of-hotel-management-and-catering-technology-bharati-vidyapeeth-dhankawadi-pune-26572/admission?isource=csearch&rf=searchWidget,,https://www.collegedekho.com/articles/ihm-aurangabad-entrance-exam/?utm_source=chatgpt.com
Integrated Bachelor of Arts and Bachelor of Education Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Integrated+Bachelor+of+Arts+and+Bachelor+of+Education+Entrance+Examination,https://www.shiksha.com/college/yogeshwari-jan-hitay-sevayatan-college-banswara-192837/course-integrated-bachelor-of-arts-bachelor-of-education-964839?rf=searchWidget&landing=clp&isource=csearch,,
Inter National Institute of Fashion Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=Inter+National+Institute+of+Fashion+Design+Entrance+Examination,https://www.shiksha.com/search?q=Inter%20National%20Institute%20of%20Fashion%20Design%20Entrance%20Examination&rf=searchWidget,https://www.careers360.com/colleges/inifd-wagle-estate-thane,
International Air Transport Association Certification,No Cutoff Exists,https://collegedunia.com/e-search?term=International+Air+Transport+Association+Certification,https://www.shiksha.com/college/chennais-amirta-international-aviation-college-nandanam-226945/course-b-sc-in-air-transport-management-1214281?rf=searchWidget&landing=clp&isource=csearch,,
International Institute of Hotel Management Electronic Common Hospitality Admission Test,No Cutoff Exists,https://collegedunia.com/e-search?term=International+Institute+of+Hotel+Management+Electronic+Common+Hospitality+Admission+Test,,,https://www.collegedekho.com/articles/iihm-echat-admission/?utm_source=chatgpt.com
ITM Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=ITM+Design+Entrance+Examination,https://www.shiksha.com/design/itm-idm-entrance-exam?rf=searchWidget&landing=ep&isource=csearch,,https://www.collegedekho.com/articles/itm-idm-entrance-exam-bdes-admission/?utm_source=chatgpt.com
Jain Entrance Test,No Cutoff Exists,https://collegedunia.com/e-search?term=Jain+Entrance+Test,https://www.shiksha.com/search?q=Jain%20Entrance%20Test&rf=searchWidget,,
Jamia Millia Islamia Engineering Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Jamia+Millia+Islamia+Engineering+Entrance+Examination,https://www.shiksha.com/university/jamia-millia-islamia-delhi-843/course-b-tech-in-computer-engineering-252736?rf=searchWidget&landing=clp&isource=csearch,https://university.careers360.com/exams/jmi-entrance-exam,https://www.collegedekho.com/exam/jmiee
Jamia Millia Islamia Mass Communication Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Jamia+Millia+Islamia+Mass+Communication+Entrance,https://www.shiksha.com/university/jamia-millia-islamia-delhi-843/course-b-a-hons-in-mass-media-hindi-10958?rf=searchWidget&landing=clp&isource=csearch,https://media.careers360.com/articles/jmi-entrance-exam,
Jamia Social Work Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Jamia+Social+Work+Entrance,https://www.shiksha.com/university/jamia-millia-islamia-delhi-843/admission?isource=csearch&rf=searchWidget,,https://www.collegedekho.com/colleges/jamia-millia-islamia-admission
Jammu and Kashmir Bachelor of Business Administration Admission,Official Cutoff,https://collegedunia.com/e-search?term=Jammu+and+Kashmir+Bachelor+of+Business+Administration+Admission,https://www.shiksha.com/search?q=Jammu%20and%20Kashmir%20Bachelor%20of%20Business%20Administration%20Admission&rf=searchWidget,,https://www.collegedekho.com/bba-colleges-in-jammu-kashmir/
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,Official Merit List,https://collegedunia.com/e-search?term=Jawaharlal+Institute+of+Postgraduate+Medical+Education+and+Research+Nursing+Entrance+Examination,https://www.shiksha.com/search?q=Jawaharlal%20Institute%20of%20Postgraduate%20Medical%20Education%20and%20Research%20Nursing%20Entr&rf=searchWidget,https://medicine.careers360.com/articles/jipmer-bsc-nursing-admission,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
JD Institute of Fashion Technology Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=JD+Institute+of+Fashion+Technology+Design+Entrance+Examination,https://www.shiksha.com/search?q=JD%20Institute%20of%20Fashion%20Technology%20Design%20Entrance%20Examination&rf=searchWidget,https://www.careers360.com/colleges/jd-institute-of-fashion-technology-bangalore/admission,https://www.collegedekho.com/colleges/jd-institute-of-fashion-technology-admission
Jharkhand Bachelor of Business Administration Admission,Official Cutoff,https://collegedunia.com/e-search?term=Jharkhand+Bachelor+of+Business+Administration+Admission,https://www.shiksha.com/bba/colleges/bba-colleges-india?rf=searchWidget,,https://www.collegedekho.com/bba-colleges-in-jharkhand/
Jharkhand Combined Entrance Competitive Examination,Official Cutoff,https://collegedunia.com/e-search?term=Jharkhand+Combined+Entrance+Competitive+Examination,,https://engineering.careers360.com/articles/jcece,https://www.collegedekho.com/exam/jcece
Jharkhand Combined Entrance Competitive Examination Pre Polytechnic Test,Official Cutoff,http://collegedunia.com/e-search?term=Jharkhand+Combined+Entrance+Competitive+Examination+Pre+Polytechnic+Test,,https://engineering.careers360.com/exams/pece,https://www.collegedekho.com/exam/jharkhand-pcece
JK Lakshmipat University Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/e-search?term=JK+Lakshmipat+University+Design+Entrance+Examination,https://www.shiksha.com/university/jk-lakshmipat-university-jaipur-47379/course-b-des-in-interaction-design-468211?rf=searchWidget&landing=clp&isource=csearch,,
Joint Entrance Examination,Official Cutoff,https://collegedunia.com/exams/jee-main,https://www.shiksha.com/search?q=Joint%20Entrance%20Examination&rf=searchWidget,https://engineering.careers360.com/exams/jee-main,https://www.collegedekho.com/exam/jee-main
Joint Entrance Examination Council Uttar Pradesh Polytechnic Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Joint+Entrance+Examination+Council+Uttar+Pradesh+Polytechnic+Entrance+Examination,https://www.shiksha.com/search?q=Joint%20Entrance%20Examination%20Council%20Uttar%20Pradesh%20Polytechnic%20Entrance%20Examinatio&rf=searchWidget,https://engineering.careers360.com/exams/jeecup,https://www.collegedekho.com/exam/jeecup
Joint Entrance Test Agriculture,Official Cutoff,https://collegedunia.com/e-search?term=Joint+Entrance+Test+Agriculture,https://www.shiksha.com/search?q=Joint%20Entrance%20Test%20Agriculture&rf=searchWidget,https://university.careers360.com/articles/jet-agriculture,
Joint Integrated Programme in Management Admission Test,No Cutoff Exists,https://collegedunia.com/e-search?term=Joint+Integrated+Programme+in+Management+Admission+Test,https://www.shiksha.com/search?q=Joint%20Integrated%20Programme%20in%20Management%20Admission%20Test&rf=searchWidget,https://bschool.careers360.com/exams/jipmat,https://www.collegedekho.com/exam/jipmat
K. R. Mangalam University Entrance Test,No Cutoff Exists,https://collegedunia.com/e-search?term=K.+R.+Mangalam+University+Entrance+Test,https://www.shiksha.com/university/k-r-mangalam-university-gurgaon-4268/fees?rf=searchWidget&landing=ilpcp&isource=csearch,https://www.careers360.com/university/k-r-mangalam-university-gurugram,https://www.collegedekho.com/colleges/k-r-mangalam-university
Kalinga Institute of Industrial Technology Entrance Examination Management Undergraduate,Official Cutoff,https://collegedunia.com/exams/kiitee-management,https://www.shiksha.com/search?q=Kalinga%20Institute%20of%20Industrial%20Technology%20Entrance%20Examination%20Management%20Under&rf=searchWidget,,
Karnataka Bachelor of Business Administration Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Karnataka+Bachelor+of+Business+Administration+Entrance+Examination,https://www.shiksha.com/bba/colleges/bba-colleges-india?rf=searchWidget,https://bschool.careers360.com/colleges/list-of-bba-in-business-administration-colleges-in-karnataka,https://www.collegedekho.com/articles/bba-admission-in-karnataka/
Karnataka Chitrakala Parishath Entrance,No Cutoff Exists,https://collegedunia.com/e-search?term=Karnataka+Chitrakala+Parishath+Entrance,https://www.shiksha.com/college/karnataka-chitrakala-parishath-bangalore-111001?rf=searchWidget&landing=ilp&isource=csearch,https://www.careers360.com/colleges/karnataka-chitrakala-parishath-college-of-fine-arts-bangalore,https://www.collegedekho.com/fine-arts-colleges-in-bangalore-listing-21523-3587-141/
Karnataka Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/kcet,https://www.shiksha.com/engineering/kcet-exam?isource=csearch&rf=searchWidget,https://www.careers360.com/exams/kcet,https://www.collegedekho.com/exam/kcet
Kashmir Polytechnic Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Kashmir+Polytechnic+Entrance,https://www.shiksha.com/search?q=Kashmir%20Polytechnic%20Entrance&rf=searchWidget,https://engineering.careers360.com/articles/jkpet,https://www.collegedekho.com/colleges/government-polytechnic-jammu
Kerala Dairy Technology Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Dairy+Technology+Entrance,https://www.shiksha.com/college/college-of-dairy-science-and-technology-mannuthy-kerala-veterinary-and-animal-sciences-university-thrissur-52866?rf=searchWidget&landing=ilp&isource=csearch,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Kerala Engineering Architecture Medical Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Engineering+Architecture+Medical+Entrance+Examination,https://www.shiksha.com/search?q=Kerala%20Engineering%20Architecture%20Medical%20Entrance%20Examination&rf=searchWidget,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Kerala Fisheries Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Fisheries+Entrance+Examination,,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Kerala Food Technology Entrance,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Food+Technology+Entrance,https://www.shiksha.com/engineering/colleges/food-technology-colleges-kerala?rf=searchWidget&landing=ctp&isource=csearch,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Kerala Forestry Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Forestry+Entrance+Examination,,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Kerala Law Entrance Examination,Official Cutoff,https://collegedunia.com/exams/klee,,https://law.careers360.com/exams/klee,https://www.collegedekho.com/exam/kerala-llb-entrance-exam-klee
Kerala Nursing Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Nursing+Entrance+Examination,,https://medicine.careers360.com/articles/lbs-bsc-nursing-admission,https://www.collegedekho.com/articles/kerala-bsc-nursing-admission-process/
Kerala Paramedical Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Paramedical+Entrance+Examination,,https://medicine.careers360.com/articles/paramedical-admission-2025,https://www.collegedekho.com/articles/kerala-paramedical-admission/
Kerala Polytechnic Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Polytechnic+Entrance+Examination,,https://engineering.careers360.com/articles/kerala-polytechnic-admission,https://www.collegedekho.com/articles/kerala-polytechnic-eligibility-admission-courses-seat-allotment/
Kerala Veterinary Entrance Examination,Official Cutoff,https://collegedunia.com/e-search?term=Kerala+Veterinary+Entrance+Examination,,https://www.careers360.com/exams/keam,https://www.collegedekho.com/exam/keam
Krea University Entrance,No Cutoff Exists,https://collegedunia.com/university/59908-krea-university-sri-city,https://www.shiksha.com/university/krea-university-andhra-pradesh-other-58049/admission?isource=csearch&rf=searchWidget,https://www.careers360.com/university/krea-university-sri-city,https://www.collegedekho.com/university/krea-university
Krea University Liberal Arts Entrance Examination,No Cutoff Exists,https://collegedunia.com/university/59908-krea-university-sri-city,https://www.shiksha.com/university/krea-university-andhra-pradesh-other-58049/admission,https://www.careers360.com/university/krea-university-sri-city,https://www.collegedekho.com/university/krea-university
Ladakh Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Lakshadweep Bachelor of Business Administration Entrance Examination,No Cutoff Exists,,,,
Law Aptitude Test,No Cutoff Exists,https://collegedunia.com/e-search?term=Law+Aptitude+Test,,,
LISAA School of Design Entrance Test,No Cutoff Exists,https://collegedunia.com/college/59471-lisaa-school-of-design-bangalore/admission,https://www.shiksha.com/college/lisaa-school-of-design-bangalore-koramangala-36171/admission,https://www.careers360.com/colleges/lisaa-school-of-design-bengaluru,https://www.collegedekho.com/colleges/lisaa-school-of-design-bangalore
Lovely Professional University National Entrance and Scholarship Test,No Cutoff Exists,https://collegedunia.com/exams/lpunest,https://www.shiksha.com/engineering/lpu-nest-exam,https://engineering.careers360.com/articles/lpunest-2026,https://www.collegedekho.com/exam/lpunest
Lovely Professional University National Entrance and Scholarship Test Design,No Cutoff Exists,https://collegedunia.com/exams/lpunest,https://www.shiksha.com/engineering/lpu-nest-exam/bdes-bsc-design-1073,https://design.careers360.com/articles/lpu-design-admission,https://www.collegedekho.com/exam/lpunest
Loyola College Social Work Admission,No Cutoff Exists,https://collegedunia.com/college/2595-loyola-college-chennai,https://www.shiksha.com/college/loyola-college-chennai-1108,https://www.careers360.com/colleges/loyola-college-chennai,https://www.collegedekho.com/colleges/loyola-college
Madhya Pradesh Bachelor of Arts Entrance Examination,Official Merit List,,,,https://www.collegedekho.com/articles/mp-ba-admission/
Madhya Pradesh Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Madhya Pradesh Polytechnic Entrance Examination,Official Cutoff,https://collegedunia.com/exams/mp-ppt,,,https://www.collegedekho.com/exam/mp-ppt
Madhya Pradesh Pre Agriculture Test,Official Merit List,,,,https://www.collegedekho.com/exam/mp-pat
Madhya Pradesh Pre Engineering Test,Official Cutoff,,,,
Madhya Pradesh Pre Nursing Selection Test,Official Merit List,,,,
Madhya Pradesh Pre Polytechnic Test,Official Cutoff,https://collegedunia.com/exams/mp-ppt,,,https://www.collegedekho.com/exam/mp-ppt
Madhya Pradesh Pre Veterinary and Fisheries Test,Official Merit List,,,,
Madras School Of Social Work Entrance,No Cutoff Exists,https://collegedunia.com/college/18392-madras-school-of-social-work-mssw-chennai,https://www.shiksha.com/college/madras-school-of-social-work-egmore-chennai-49446,,
Maharaja Sayajirao University of Baroda Fine Arts Entrance Examination,Official Merit List,https://collegedunia.com/university/25500-maharaja-sayajirao-university-of-baroda-msu-vadodara,https://www.shiksha.com/university/msu-the-maharaja-sayajirao-university-of-baroda-vadodara-37071/courses/arts-fine-visual-performing-s,,
Maharashtra Bachelor of Science Nursing Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/mh-bsc-nursing-cet,https://www.shiksha.com/nursing/mh-bsc-nursing-cet-exam,https://medicine.careers360.com/exams/mh-bsc-nursing-cet,
Maharashtra Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/mht-cet,https://www.shiksha.com/engineering/mht-cet-exam,https://www.careers360.com/exams/mht-cet,https://www.collegedekho.com/exam/mht-cet
Maharashtra Paramedical Common Entrance Test,Official Cutoff,,,,
Maharashtra Polytechnic Entrance Examination,Official Cutoff,,,,
Manipal Academy of Higher Education Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/exams/met,https://www.shiksha.com/engineering/met-exam,https://engineering.careers360.com/exams/met,https://www.collegedekho.com/exam/mu-oet
Manipal Entrance Test,Official Cutoff,https://collegedunia.com/exams/met,https://www.shiksha.com/engineering/met-exam,https://engineering.careers360.com/exams/met,https://www.collegedekho.com/exam/mu-oet
Manipal Media Entrance,No Cutoff Exists,https://collegedunia.com/exams/met,,,
Manipur Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Manipur Polytechnic Entrance Examination,Official Merit List,,,,
Meghalaya Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Meghalaya Engineering Entrance Examination,Official Merit List,,,,
Meghalaya Polytechnic Entrance Examination,Official Merit List,,,,
